Class,Predicates,Total_Branches,Covered_Branches,Total_Methods,Branchless_Methods,Covered_Methods,Covered_Branchless_Methods,Total_Goals,Covered_Goals,Statements_Executed,Coverage,BranchCoverage,NumberOfGeneratedTestCases,DefUseCoverage,WeakMutationScore,Creation_Time,Minimization_Time,Total_Time,Test_Execution_Time,Goal_Computation_Time,Result_Size,Result_Length,Minimized_Size,Minimized_Length,Chromosome_Length,Population_Size,Random_Seed,Budget,AllPermission,SecurityPermission,UnresolvedPermission,AWTPermission,FilePermission,SerializablePermission,ReflectPermission,RuntimePermission,NetPermission,SocketPermission,SQLPermission,PropertyPermission,LoggingPermission,SSLPermission,AuthPermission,AudioPermission,OtherPermission,Threads,Branches,MutationScore,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,Error_Predicates,Error_Branches_Covered,Error_Branchless_Methods,Error_Branchless_Methods_Covered,AssertionContract,EqualsContract,EqualsHashcodeContract,EqualsNullContract,EqualsSymmetricContract,HashCodeReturnsNormallyContract,JCrasherExceptionContract,NullPointerExceptionContract,ToStringReturnsNormallyContract,UndeclaredExceptionContract,Contract_Violations,Unique_Violations,Data_File,Definitions,Uses,DefUsePairs,IntraMethodPairs,InterMethodPairs,IntraClassPairs,ParameterPairs,AliasingIntraMethodPairs,AliasingInterMethodPairs,AliasingIntraClassPairs,AliasingParameterPairs,CoveredIntraMethodPairs,CoveredInterMethodPairs,CoveredIntraClassPairs,CoveredParameterPairs,CoveredAliasIntraMethodPairs,CoveredAliasInterMethodPairs,CoveredAliasIntraClassPairs,CoveredAliasParameterPairs,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10
net.sf.xisemele.exception.ElementNotFoundException,0,0,0,1,1,1,1,1,1,2739,1.0,1.0,1,,,4680,55,4625,1690,0,1,5,1,1,40,50,1372860480242,300,0,0,0,0,78,0,0,5,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.ElementNotFoundException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.FormatterException,0,0,0,2,2,2,2,2,2,3499,1.0,1.0,2,,,11632,93,11539,1830,0,2,10,2,5,40,50,1372860488204,300,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,3,11,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.FormatterException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.FormatterNotConfiguredException,0,0,0,1,1,1,1,1,1,3081,1.0,1.0,1,,,18285,63,18222,1744,0,2,13,1,2,40,50,1372860503109,300,0,0,0,0,77,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.FormatterNotConfiguredException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.InvalidNameException,0,0,0,1,1,1,1,1,1,3036,1.0,1.0,1,,,12938,84,12854,2242,0,1,14,1,1,40,50,1372860524651,300,0,0,0,0,90,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.InvalidNameException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.NotWithinContextException,0,0,0,1,1,1,1,1,1,2961,1.0,1.0,1,,,5382,220,5162,1573,0,1,24,1,1,40,50,1372860540780,300,0,0,0,0,110,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.NotWithinContextException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.ParseXMLException,0,0,0,1,1,1,1,1,1,2812,1.0,1.0,1,,,4540,168,4372,1782,0,1,23,1,2,40,50,1372860549464,300,0,0,0,0,58,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.ParseXMLException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.RemoveRootNotPermittedException,0,0,0,1,1,1,1,1,1,2775,1.0,1.0,1,,,11533,91,11442,1594,0,1,9,1,1,40,50,1372860557175,300,0,0,0,0,62,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.RemoveRootNotPermittedException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.RootDuplicateException,0,0,0,1,1,1,1,1,1,3110,1.0,1.0,1,,,4822,43,4779,1681,0,1,3,1,1,40,50,1372860572043,300,0,0,0,0,78,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.RootDuplicateException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.TransformException,0,0,0,1,1,1,1,1,1,3097,1.0,1.0,1,,,4891,141,4750,1917,0,1,16,1,2,40,50,1372860580104,300,0,0,0,0,57,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.TransformException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.ValueNotPermittedException,0,0,0,1,1,1,1,1,1,2709,1.0,1.0,1,,,11553,69,11484,1652,0,1,3,1,1,40,50,1372860588218,300,0,0,0,0,81,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.ValueNotPermittedException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.WithinContextDuplicateException,0,0,0,1,1,1,1,1,1,2664,1.0,1.0,1,,,4221,63,4158,1515,0,1,5,1,1,40,50,1372860603059,300,0,0,0,0,79,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.WithinContextDuplicateException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.WithinContextNotPermittedException,0,0,0,1,1,1,1,1,1,3184,1.0,1.0,1,,,4026,110,3916,1276,0,1,11,1,1,40,50,1372860610521,300,0,0,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.WithinContextNotPermittedException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.exception.XisemeleException,0,0,0,3,3,1,1,3,1,2514,0.3333333333333333,0.3333333333333333,1,,,3402,172,3230,1442,0,2,32,1,2,40,50,1372860617947,300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,010,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.XisemeleException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
net.sf.xisemele.exception.XisemeleIOException,0,0,0,1,1,1,1,1,1,1212,1.0,1.0,1,,,9049,103,8946,1406,0,2,23,1,3,40,50,1372860624651,300,0,0,0,0,85,0,0,6,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.exception.XisemeleIOException-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.AttributeImpl,3,6,4,5,4,5,4,10,8,317268,0.8,0.8,6,,,301267,264,301003,167335,0,2,14,6,13,40,50,1372860636949,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111100,0.11538461538461539,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.AttributeImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
net.sf.xisemele.impl.DateFormatter,0,0,0,4,4,4,4,4,4,712,1.0,1.0,3,,,3261,273,2988,1372,0,2,32,3,7,40,50,1372860941915,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.DateFormatter-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.EditorImpl,0,0,0,22,22,22,22,22,22,5535,1.0,1.0,21,,,20001,1488,18513,5403,1,21,263,21,45,40,50,1372860948440,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111111111111111,0.37254901960784315,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.EditorImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.ElementImpl,3,6,0,19,16,1,1,22,1,48584,0.045454545454545456,0.045454545454545456,1,,,301077,72,301005,51987,1,1,3,1,2,40,50,1372860972232,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0000010000000000000000,0.011494252873563218,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ElementImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
net.sf.xisemele.impl.FactoryImpl,3,6,6,22,19,21,18,25,24,130932,0.96,0.96,13,,,303106,2099,301007,58964,1,4,32,13,37,40,50,1372861276918,300,0,0,0,0,2794,0,0,36,0,0,0,0,0,0,0,0,0,3,1111111111111111101111111,0.5384615384615384,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.FactoryImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
net.sf.xisemele.impl.FormatterProviderImpl,0,0,0,3,3,3,3,3,3,5703,1.0,1.0,2,,,2891,99,2792,1372,0,1,5,2,6,40,50,1372861590730,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.FormatterProviderImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.MessageImpl,0,0,0,2,2,2,2,2,2,2478,1.0,1.0,1,,,2503,196,2307,1251,0,1,12,1,3,40,50,1372861596636,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.MessageImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.NullErrorHandler,0,0,0,4,4,4,4,4,4,5122,1.0,1.0,3,,,3385,426,2959,1324,0,1,19,3,8,40,50,1372861602339,300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1111,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.NullErrorHandler-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.NullValue,0,0,0,16,16,16,16,16,16,4316,1.0,1.0,16,,,13664,7526,6138,1100,0,5,64,16,33,40,50,1372861609022,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111111111,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.NullValue-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.OperationsHelperImpl,13,26,14,5,1,5,1,27,15,76459,0.5555555555555556,0.5555555555555556,6,,,301924,922,301002,30175,0,3,26,6,24,40,50,1372861626053,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111111100000000100011111101,0.35555555555555557,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.OperationsHelperImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5185185185185185,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
net.sf.xisemele.impl.OperationsImpl,14,28,4,18,7,11,7,35,11,66007,0.3142857142857143,0.3142857142857143,10,,,301592,529,301063,37100,0,12,69,10,28,40,50,1372861932104,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111110000001000100000000010000010,0.0873015873015873,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.OperationsImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143
net.sf.xisemele.impl.ReaderImpl,0,0,0,6,6,1,1,6,1,134774,0.16666666666666666,0.16666666666666666,1,,,301055,48,301007,187393,0,1,3,1,1,40,50,1372862237841,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,000010,0.058823529411764705,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ReaderImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
net.sf.xisemele.impl.ResultImpl,1,2,0,8,7,1,1,9,1,112956,0.1111111111111111,0.1111111111111111,1,,,301044,27,301017,171740,0,1,3,1,1,40,50,1372862542363,300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,100000000,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ResultImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
net.sf.xisemele.impl.ValidationsImpl,5,10,10,4,1,4,1,11,11,3175,1.0,1.0,6,,,5114,2039,3075,1741,0,4,127,6,18,40,50,1372862847034,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111111111,0.22641509433962265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ValidationsImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.ValueImpl,2,4,2,42,40,30,28,44,30,151548,0.6818181818181818,0.6818181818181818,17,,,301555,544,301011,92827,1,13,72,17,36,40,50,1372862862042,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10010101101010011010101011111111111111111100,0.14583333333333334,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ValueImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6590909090909091,0.6590909090909091,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6818181818181818
net.sf.xisemele.impl.ValueListImpl,13,26,26,14,1,14,1,27,27,41731,1.0,1.0,26,,,42946,2293,40653,11317,0,15,255,26,93,40,50,1372863167930,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111111111111111111111111111,0.7142857142857143,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.ValueListImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.WithinContextImpl,0,0,0,4,4,4,4,4,4,5733,1.0,1.0,3,,,2213,150,2063,1427,0,2,12,3,6,40,50,1372863215567,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.WithinContextImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.WriterEditorImpl,18,36,0,25,12,2,2,48,2,64515,0.041666666666666664,0.041666666666666664,2,,,301122,102,301020,43593,0,2,10,2,2,40,50,1372863220936,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,000001000010000000000000000000000000000000000000,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.WriterEditorImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
net.sf.xisemele.impl.WriterImpl,0,0,0,11,11,11,11,11,11,3494,1.0,1.0,10,,,15504,628,14876,3397,0,10,122,10,23,40,50,1372863526190,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111111111,0.3793103448275862,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.WriterImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.XisemeleFactory,0,0,0,2,2,2,2,2,2,4934,1.0,1.0,2,,,2126,161,1965,1367,0,1,10,2,2,40,50,1372863545515,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.XisemeleFactory-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sf.xisemele.impl.XisemeleImpl,0,0,0,11,11,1,1,11,1,115803,0.09090909090909091,0.09090909090909091,1,,,301056,51,301005,147784,0,1,3,1,1,40,50,1372863550809,300,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,00000010000,0.006493506493506494,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/scratch/gordon/test_sf110/sf110/31_xisemele/evosuite-report/data/statistics_net.sf.xisemele.impl.XisemeleImpl-1.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
